KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
eden_pda_aiK8iuG,Find a supply cache on Purgatory and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами в Чистилище и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_keeCGqi,Find a supply cache and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_uK4mH8S,Supply Cache 7/10,,,,,,,,Тайник с припасами 7/10,,,,,,,,
eden_pda_em8iuSi,Retrieve supplies,,,,,,,,Получить припасы,,,,,,,,
eden_pda_qCq4aaq,Find a supply cache on Purgatory and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами в Чистилище и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_kOK8ue2,Find a supply cache and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_mK8qKCa,Supply Cache 8/10,,,,,,,,Тайник с припасами 8/10,,,,,,,,
eden_pda_00IWSGa,Retrieve supplies,,,,,,,,Получить припасы,,,,,,,,
eden_pda_O8ucEWm,Find a supply cache on Purgatory and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами в Чистилище и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_YC8a4qq,Find a supply cache and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_uaC0eO8,Supply Cache 9/10,,,,,,,,Тайник с припасами 9/10,,,,,,,,
eden_pda_q0OKuuW,Retrieve supplies,,,,,,,,Получить припасы,,,,,,,,
eden_pda_GeQiS80,Find a supply cache on Purgatory and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами в Чистилище и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_4Km4GQS,Find a supply cache and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_K08K0Ki,Supply Cache 10/10,,,,,,,,Тайник с припасами 10/10,,,,,,,,
eden_pda_Qs8mGKq,Retrieve supplies,,,,,,,,Получить припасы,,,,,,,,
eden_pda_muSG8G0,Find a supply cache on Purgatory and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами в Чистилище и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_Oi4Gm4O,Find a supply cache and retrieve the supplies from the supplies box.,,,,,,,,Найдите тайник с припасами и заберите припасы из ящика с припасами.,,,,,,,,
eden_pda_S48iSO8,Next steps.,,,,,,,,Следующие шаги.,,,,,,,,
eden_pda_mW8OGWq,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_iKO4OaW,None,,,,,,,,Нет,,,,,,,,
eden_pda_uGqquC0,Get out of the basement,,,,,,,,Выйти из подвала,,,,,,,,
eden_pda_RLeKKm4,Find a way out of this level.,,,,,,,,Найдите выход из этого уровня.,,,,,,,,
eden_pda_cGO4q0C,Find a way to get to level 2.,,,,,,,,Найдите способ добраться до уровня 2.,,,,,,,,
eden_pda_0SGWaSe,Find supplies,,,,,,,,Найдите припасы,,,,,,,,
eden_pda_GaCaCeu,Retrieve survival kit,,,,,,,,Получить набор для выживания,,,,,,,,
eden_pda_uumeqmu,Retrieve your supplies from the emergency supplies container on level 2.,,,,,,,,Достаньте свои припасы из контейнера с аварийными запасами на уровне 2.,,,,,,,,
eden_pda_CWiaKa8,Venture outside,,,,,,,,Выйдите на улицу,,,,,,,,
eden_pda_CiOia8S,Leave the bunker,,,,,,,,Покиньте бункер,,,,,,,,
eden_pda_CGiSi8i,Leave the safety of the bunker and venture outside.,,,,,,,,Покиньте безопасный бункер и выйдите наружу.,,,,,,,,
eden_pda_igGmo8C,So... Cold...,,,,,,,,Так... Холодно...,,,,,,,,
eden_pda_mWe28Oa,Maybe there's a survival kit around here. I'll need all the supplies I can get to survive outside.,,,,,,,,"Возможно, здесь есть набор для выживания. Мне понадобятся все припасы, которые я смогу получить, чтобы выжить снаружи.",,,,,,,,
eden_pda_C8W4emS,Nothing left to do but go outside.\nOnce I leave the bunker I can never return. I should make sure I have the Light Armor I got from the survival kit equipped.,,,,,,,,"Ничего не остается, как выйти на улицу.\nВыйдя из бункера, я уже никогда не смогу вернуться. Мне следует убедиться, что у меня есть легкая броня, которую я получил из комплекта выживания.",,,,,,,,
eden_pda_4Ciu0Oi,I may be able to find more supply caches on this planet to help me escape.,,,,,,,,"Возможно, мне удастся найти на этой планете больше тайников с припасами, которые помогут мне сбежать.",,,,,,,,
eden_pda_umVaiKO,Escape,,,,,,,,Побег,,,,,,,,
eden_pda_uN8aKmS,Reach orbit,,,,,,,,Достичь орбиты,,,,,,,,
eden_pda_m0CC0Sq,Escape Purgatory,,,,,,,,Побег из чистилища,,,,,,,,
eden_pda_8eWmSWO,Once I escape this planet I can try to find a UCH Research Vessel.,,,,,,,,"Как только я покину эту планету, я смогу попытаться найти исследовательское судно ЦЭК.",,,,,,,,
eden_pda_a8wi4im,Find information about conditions outside,,,,,,,,Найдите информацию об условиях снаружи,,,,,,,,
eden_pda_Cqs4C0a,See if there's anything around that can give you more information on the conditions outside the bunker.,,,,,,,,"Посмотрите, нет ли поблизости чего-нибудь, что могло бы дать вам больше информации об условиях за пределами бункера.",,,,,,,,
eden_pda_GaOJK4W,"Whew. Feeling better now. Wait, what happened? Am I the only survivor?\nI need to find a way out of here. The power in this facility won't last long.\nMemory still hazy but wasn't there a control room on this level?",,,,,,,,"Вот так. Сейчас чувствую себя лучше. Подожди, что случилось? Я единственный выживший?\nМне нужно найти выход отсюда. Энергия в этом объекте долго не продержится.\nПамять все еще туманна, но разве на этом уровне не было диспетчерской?",,,,,,,,
eden_pda_O8avWiq,Not feeling it,,,,,,,,Не чувствуя этого,,,,,,,,
eden_pda_S4miOWW,Looking around,,,,,,,,Оглядываясь вокруг,,,,,,,,
eden_pda_4uG8eeO,Looking around,,,,,,,,Оглядываясь вокруг,,,,,,,,
eden_pda_aKC204e,I don't feel so good...,,,,,,,,Я не чувствую себя так хорошо...,,,,,,,,
eden_pda_GaG4e8m,[c][ffff00]Starter Missions[-][/c][c][ffffff][-][/c],,,,,,,,[c][ffff00]Стартовые миссии[-][/c][c][ffffff][-][/c],,,,,,,,
eden_pda_4i8GCMa,Equip Light Armor,,,,,,,,Надеть легкую броню,,,,,,,,
eden_pda_s4WGqK0,Don't forget to equip your light armor.,,,,,,,,Не забудьте надеть легкую броню.,,,,,,,,
eden_pda_CuSbaSu,Spawn Tier 0 [c][ff0000]Zirax[-][/c] Patrol Vessel,,,,,,,,Уровень появления 0 [c][ff0000]Зиракс[-][/c] Патрульное судно,,,,,,,,
eden_pda_OO2aaeq,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_OKs0AGO,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_SGW8GcS,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_0G0WCCq,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_mqWQ44i,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_8geK08O,Spawn Tier 1 [c][ff0000]Zirax[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 1 [c][ff0000]Зиракс[-][/c] Патрульное судно,,,,,,,,
eden_pda_GSuqCuC,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_mE84sGg,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_3G0i0Sm,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_eSWCCiW,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_0GuSmYC,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_eWuoSNi,Spawn Tier 2 [c][ff0000]Zirax[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 2 [c][ff0000]Зиракс[-][/c] Патрульное судно,,,,,,,,
eden_pda_2CYSqea,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_O4GeeOe,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_844Qq4m,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_iCamOOa,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_Qm884e5,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_OuC4mmi,Spawn Tier 3 [c][ff0000]Zirax[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 3 [c][ff0000]Зиракс[-][/c] Патрульное судно,,,,,,,,
eden_pda_GCAaau8,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_As8W4KO,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_8GSoaWu,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_0OWKWeu,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_08mCma0,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_GCuGaWx,Spawn Tier 4 [c][ff0000]Zirax[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 4 [c][ff0000]Зиракс[-][/c] Патрульное судно,,,,,,,,
eden_pda_8iWm8mG,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_4u4qama,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_i4aGmOq,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_q7WOO8C,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_0OqOem8,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_eOW0aai,Spawn Tier 1 [c][ff0000]Bandit[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 1 [c][ff0000]Бандит[-][/c] Патрульное судно,,,,,,,,
eden_pda_qm4WSWS,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_mOvG8Wa,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_KiS2G4m,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_uWu4Gm2,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_6koq0QK,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_iK8KeaG,Spawn Tier 1 [c][ff0000]Raider[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 1 [c][ff0000]Рейдер[-][/c] Патрульное судно,,,,,,,,
eden_pda_OiqKqGi,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_iCCiK8G,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_0uOiJWm,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_e4CCm0a,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_WONCiae,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_iusCeiO,Spawn Tier 1 [c][00ffc6]Legacy[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 1 [c][00ffc6]Наследие[-][/c] Патрульное судно,,,,,,,,
eden_pda_iuqm4CG,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_mG81GSa,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_Ku4emGC,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_WC8iW80,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_GWO4uuK,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_44mGuGm,Spawn Tier 2 [c][00ffc6]Legacy[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 2 [c][00ffc6]Наследие[-][/c] Патрульное судно,,,,,,,,
eden_pda_OqK0miu,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_qO4ee08,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_eeiSKG2,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_Oqqu808,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_W4S0aeC,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_8u6iOvG,Spawn Tier 3 [c][00ffc6]Legacy[-][/c] Patrol Vessel,,,,,,,,Спавн уровня 3 [c][00ffc6]Наследие[-][/c] Патрульное судно,,,,,,,,
eden_pda_eDYSiWA,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_smWWi5m,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_q4qKOCK,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_aSa0C80,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_qkKKe4u,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_CWGG041,Spawn Tier 1 [c][ff0000]Bandit[-][/c] Fleet,,,,,,,,Спавн уровня 1 [c][ff0000]Бандит[-][/c] Флот,,,,,,,,
eden_pda_KewOqCa,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_u0CGm8a,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_80aa8qm,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_u4OGgG0,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_Sm8aW4q,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_COeuia4,Spawn Tier 1 [c][ff0000]Raider[-][/c] Fleet,,,,,,,,Спавн уровня 1 [c][ff0000]Рейдер[-][/c] Флот,,,,,,,,
eden_pda_OOo88WT,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_qeim0iI,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_m0iCS8O,Enemy ships,,,,,,,,Вражеские корабли,,,,,,,,
eden_pda_KO8SeWS,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_d8uS0qW,Incoming warp signatures.,,,,,,,,Входящие варп-подписи.,,,,,,,,
eden_pda_gaee4qW,[c][ffff00]Security Assessment:[-][/c] EdenSpace_POI_CombatT2_4,,,,,,,,[c][ffff00]Оценка безопасности:[-][/c] EdenSpace_POI_CombatT2_4,,,,,,,,
eden_pda_uGGKa8d,Downloading security report...,,,,,,,,Загрузка отчета о безопасности...,,,,,,,,
eden_pda_S88OWaS,[c][ffff00]Security Assessment[-][/c],,,,,,,,[c][ffff00]Оценка безопасности[-][/c],,,,,,,,
eden_pda_0qWWWmi,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_8m08qS8,Displaying a message.,,,,,,,,Отображение сообщения.,,,,,,,,
eden_pda_O0mmaKO,[c][00ffff][ Freighter ][-][/c]\nWe are under attack by bandits! We are a civilian freighter with limited weapons!\nPlease assist us! We will gladly welcome you aboard to arrange payment once the bandits are driven off.,,,,,,,,"[c][00ffff][ Freighter ][-][/c]\nНа нас напали бандиты! Мы гражданское грузовое судно с ограниченным вооружением!\nПожалуйста, помогите нам! Мы будем рады приветствовать вас на борту, чтобы организовать оплату, как только бандиты будут изгнаны.",,,,,,,,
eden_pda_qWm0Ou2,Complete,,,,,,,,Завершить,,,,,,,,
eden_pda_84SuWOK,Displaying a message.,,,,,,,,Отображение сообщения.,,,,,,,,
eden_pda_8OmeKCi,EdenSpace_POI_CombatT2_4\n\n[c][00ffff][ Freighter ][-][/c]\nWe are under attack by bandits! We are a civilian freighter with limited weapons!\nPlease assist us! We will gladly welcome you aboard to arrange payment once the bandits are driven off.\n[c][ffca0a][-][/c],,,,,,,,"EdenSpace_POI_CombatT2_4\n\n[c][00ffff][ Freighter ][-][/c]\nНа нас напали бандиты! Мы гражданское грузовое судно с ограниченным вооружением!\nПожалуйста, помогите нам! Мы будем рады приветствовать вас на борту, чтобы организовать оплату, как только бандиты будут изгнаны.\n[c][ffca0a][-][/c]",,,,,,,,
eden_pda_qeCiWxs,Downloading security report...,,,,,,,,Загрузка отчета о безопасности...,,,,,,,,
eden_pda_uCaaqUS,Trigger: EdenSpace_POI_CombatT2_4,,,,,,,,Триггер: EdenSpace_POI_CombatT2_4,,,,,,,,
eden_pda_OKa4Oe8,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_0CSCeSW,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_4muumMG,You destroyed a Bandit ship.,,,,,,,,Вы уничтожили бандитский корабль.,,,,,,,,
eden_pda_OGHCSeC,[c][00ffff][ Freighter ][-][/c]\nThank you for destroying a bandit!,,,,,,,,[c][00ffff][ Freighter ][-][/c]\nСпасибо за уничтожение бандита!,,,,,,,,
eden_pda_EeSumke,Warp to UCH Research Vessel,,,,,,,,Телепортируйтесь к исследовательскому судну UCH,,,,,,,,
eden_pda_i4O8aWS,"Warp to and approach a UCH Research Vessel.\nResearch Vessels appear as a blue triangle on the solar system map and can be found in the starting systems or in some G, F, or A class systems in neutral territory.",,,,,,,,"Телепортируйтесь и подойдите к исследовательскому кораблю UCH.\nИсследовательские корабли отображаются в виде синего треугольника на карте Солнечной системы и могут быть найдены в стартовых системах или в некоторых системах классов G, F или A на нейтральной территории.",,,,,,,,
eden_pda_GSG4WKm,Approach the UCH Research Vessel in this sector.,,,,,,,,Обратитесь к исследовательскому судну UCH в этом секторе.,,,,,,,,
eden_pda_eCaeOui,Enter Hangar,,,,,,,,Войти в ангар,,,,,,,,
eden_pda_qq8OqCq,Approach Hangar,,,,,,,,Подход к ангару,,,,,,,,
eden_pda_GqO1uCO,Enter the main hangar of the UCH Research Vessel.,,,,,,,,Войдите в главный ангар исследовательского судна UCH.,,,,,,,,
eden_pda_OOW0qO0,Approach quartermaster,,,,,,,,Подойти к интенданту,,,,,,,,
eden_pda_0qJOCKa,Visit the quartermaster on the main hangar deck of a UCH Research Vessel.,,,,,,,,Посетите квартирмейстера на главной палубе ангара исследовательского судна UCH.,,,,,,,,
eden_pda_4KCfieC,Speak with quartermaster,,,,,,,,Поговорите с квартирмейстером,,,,,,,,
eden_pda_YTeKSSO,Talk to the lead researcher and ask him about his mission.,,,,,,,,Поговорите с ведущим исследователем и спросите его о его миссии.,,,,,,,,
eden_pda_KiWeOCW,Speak with the captain,,,,,,,,Поговорите с капитаном,,,,,,,,
eden_pda_8mi0WCK,Speak with the captain of the UCH Research Vessel and ask about their mission.,,,,,,,,Поговорите с капитаном исследовательского судна UCH и спросите об их миссии.,,,,,,,,
eden_pda_uk0Gi4u,[c][00ffff][ UCH Captain ][-][/c]\nYou are clear to land in the main hangar.,,,,,,,,[c][00ffff][ UCH Captain ][-][/c]\nВам разрешено приземлиться в главном ангаре.,,,,,,,,
eden_pda_eeKGrue,[c][ffff00]Security Assessment:[-][/c] EdenSpaceDrone_POI_CombatT3_1,,,,,,,,[c][ffff00]Оценка безопасности:[-][/c] EdenSpaceDrone_POI_CombatT3_1,,,,,,,,
eden_pda_8C4mOSW,Downloading security report...,,,,,,,,Загрузка отчета о безопасности...,,,,,,,,
eden_pda_0uWWC4O,[c][ffff00]Security Assessment[-][/c],,,,,,,,[c][ffff00]Оценка безопасности[-][/c],,,,,,,,
eden_pda_WmGSui4,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_MimPsqG,Displaying a message.,,,,,,,,Отображение сообщения.,,,,,,,,
eden_pda_iuceO6G,"[c][ffff00][ IDA ][-][/c]\nCommander, I am picking up binary subspace signals coming from the center of that moon remnant.\nThis sector is the perfect hiding place for a young drone nest trying to establish itself.",,,,,,,,"[c][ffff00][ IDA ][-][/c]\nКомандир, я улавливаю бинарные подпространственные сигналы, исходящие из центра остатка луны.\nЭтот сектор — идеальное укрытие для молодого гнезда трутней, пытающегося обосноваться.",,,,,,,,
eden_pda_nKC6mG8,Complete,,,,,,,,Завершить,,,,,,,,
eden_pda_qQCSWCD,Displaying a message.,,,,,,,,Отображение сообщения.,,,,,,,,
eden_pda_WaEWOmo,"EdenSpaceDrone_POI_CombatT3_1\n\n[c][ffff00][ IDA ][-][/c]\nCommander, I am picking up low frequency binary subspace signals coming from the center of that moon remnant.\nit's likely a young rogue drone nest is trying to establish itself in this sector.\n[c][ffca0a][-][/c]",,,,,,,,"EdenSpaceDrone_POI_CombatT3_1\n\n[c][ffff00][ IDA ][-][/c]\nКомандир, я улавливаю низкочастотные бинарные подпространственные сигналы, исходящие из центра остатка луны.\nвполне вероятно, что в этом секторе пытается обосноваться молодое гнездо дронов-бродяг.\n[c][ffca0a][-][/c]",,,,,,,,
eden_pda_aC8aG8a,Downloading security report...,,,,,,,,Загрузка отчета о безопасности...,,,,,,,,
eden_pda_uWKSWqO,Expedition: [c][ff8000]Dronelands[-][/c],,,,,,,,Экспедиция: [c][ff8000]Dronelands[-][/c],,,,,,,,
eden_pda_S0om8KW,The deuterium connection,,,,,,,,Дейтериевая связь,,,,,,,,
eden_pda_miuuCSu,Find Free Colonist Distribution Center,,,,,,,,Найдите бесплатный центр распределения колонистов,,,,,,,,
eden_pda_bWawO0q,Find Free Colonist Distribution Center,,,,,,,,Найдите бесплатный центр распределения колонистов,,,,,,,,
eden_pda_KCCI8Sm,"[c][00ffff]Difficulty: [-][/c][c][abd1ff][-][/c][c][ff0000]Hard[-][/c][c][abd1ff][-][/c]\n[c][abd1ff]A UCH Researcher is looking for help with a sensitive and potentially dangerous mission to the Dronelands region of the galaxy to search for a missing research vessel.[-][/c]\n[c][abd1ff]This is a risky exploration mission into the far reaches of deep space.[-][/c]\n{BarSmall_Requirements.png}[c][abd1ff]Capital vessel CPU Extender (Advanced) unlocked in tech tree.[-][/c]\n[c][abd1ff]Combat capable capital vessel equipped with a science station and scanning station.[-][/c]\n[c][abd1ff]System survey probes of varying tiers.[-][/c]\n{BarSmall_Rewards.png}[c][abd1ff]Tech Tree Unlock: [-][/c][c][ff8000]Small Auxiliary CPU Core[-][/c]\n[c][abd1ff]Tech Tree Unlock: [-][/c][c][abd1ff][-][/c][c][ff8000]Large Auxiliary CPU Core[-][/c]\n[c][abd1ff]3 [-][/c][c][ff00ff]Ultra Rare Alien Cache[-][/c]\n[c][abd1ff]5 [-][/c][c][ffffff]Navigational Data[-][/c]\n[c][abd1ff]250,000 [-][/c][c][ffffff]Credits[-][/c]",,,,,,,,"[c][00ffff]Сложность: [-][/c][c][abd1ff][-][/c][c][ff0000]Жесткий[-][/c][c][abd1ff][-][/c]\n[c][abd1ff]Исследователь UCH ищет помощи в деликатной и потенциально опасной миссии в регионе Галактики Dronelands по поиску пропавшего исследовательского судна.[-][/c]\n[c][abd1ff]Это рискованная миссия по исследованию дальних уголков глубокого космоса.[-][/c]\n{BarSmall_Requirements.png}[c][abd1ff]Расширитель ЦП крупного корабля (расширенный) разблокируется в дереве технологий.[-][/c]\n[c][abd1ff]Боеспособный крупный корабль, оснащенный научной станцией и станцией сканирования.[-][/c]\n[c][abd1ff]Система обзорных зондов различного уровня.[-][/c]\n{BarSmall_Rewards.png}[c][abd1ff]Разблокировка дерева технологий: [-][/c][c][ff8000]Маленькое вспомогательное ядро ЦП[-][/c]\n[c][abd1ff]Разблокировка дерева технологий: [-][/c][c][abd1ff][-][/c][c][ff8000]Большое вспомогательное ядро ЦП[-][/c]\n[c][abd1ff]3 [-][/c][c][ff00ff]Ультра редкий тайник пришельцев[-][/c]\n[c][abd1ff]5 [-][/c][c][ffffff]Навигационные данные[-][/c]\n[c][abd1ff]250,000 [-][/c][c][ffffff]Кредиты[-][/c]",,,,,,,,
eden_pda_sKeOCCu,This is the Free Colonist Distribution Center that the deuterium miner should be at.\nI can find him somewhere on the station. He may be standing near tanks of deuterium and easy to spot.,,,,,,,,"Это центр распределения свободных колонистов, в котором должен находиться добытчик дейтерия.\nЯ могу найти его где-нибудь на станции. Возможно, он стоит возле резервуаров с дейтерием, и его легко обнаружить.",,,,,,,,
eden_pda_G4UiimK,Speak with Deuterium Miner,,,,,,,,Поговорите с добытчиком дейтерия,,,,,,,,
eden_pda_4SWWSqe,Speak with the deuterium miner on board a Free Colonist Distribution Center in a Trade Station Sector in Free Colonists territory in the region of Prosperity.,,,,,,,,Поговорите с добытчиком дейтерия на борту Центра распределения свободных колонистов в секторе торговых станций на территории свободных колонистов в регионе Процветания.,,,,,,,,
eden_pda_l4BeC4G,On the trail,,,,,,,,По тропе,,,,,,,,
eden_pda_8CeGaqC,Enter the system of Syntrax,,,,,,,,Войдите в систему Syntrax,,,,,,,,
eden_pda_GVKO0bG,Warp to the system of Syntrax.\nYou can find Syntrax by using the search function of your galaxy map.,,,,,,,,"Телепортируйтесь в систему Синтракс.\nВы можете найти Syntrax, используя функцию поиска на карте галактики.",,,,,,,,
eden_pda_SKC8O8S,Enter Syntrax Asteroid Field,,,,,,,,Войдите в астероидное поле Синтракс.,,,,,,,,
eden_pda_qKOKmK2,Warp to the Syntrax Asteroid Field in the system of Syntrax.,,,,,,,,Телепортируйтесь к астероидному полю Синтракс в системе Синтракс.,,,,,,,,
eden_pda_OiG8GCj,Find the wreckage at the coordinates the deuterium miner mentioned.,,,,,,,,"Найдите обломки по координатам, указанным добытчиком дейтерия.",,,,,,,,
eden_pda_S0C4iiS,Find wreckage,,,,,,,,Найти обломки,,,,,,,,
eden_pda_S4nmeau,Wreckage examination,,,,,,,,Экспертиза обломков,,,,,,,,
eden_pda_C0f8iuO,Examine Hull Plate,,,,,,,,Осмотреть пластину корпуса,,,,,,,,
eden_pda_KUqSuau,Examine the hull plate in the wreckage.,,,,,,,,Осмотрите пластину корпуса среди обломков.,,,,,,,,
eden_pda_ueWCWiq,The deuterium miner has given me a location for the wreckage.\nSearch my galaxy map for a system named Syntrax and warp to the asteroid field there.,,,,,,,,Добытчик дейтерия указал мне местонахождение обломков.\nНайдите на моей карте галактики систему под названием Синтракс и телепортируйтесь к астероидному полю там.,,,,,,,,
eden_pda_8OGeWpO,This looks like the wreckage the miner was talking about.\nI should examine the wreckage carefully before checking out the asteroid.,,,,,,,,"Это похоже на те обломки, о которых говорил шахтер.\nМне следует внимательно осмотреть обломки, прежде чем проверять астероид.",,,,,,,,
eden_pda_GiuKwau,This plating looks like it was ripped off by force.\nThis is clearly from a UCH Research Vessel. I'm on the right track.,,,,,,,,"Это покрытие выглядит так, будто его содрали силой.\nЭто явно с исследовательского судна UCH. Я на правильном пути.",,,,,,,,
eden_pda_uC0mZKw,Examine Antenna Array,,,,,,,,Осмотр антенной решетки,,,,,,,,
eden_pda_qaOCqdC,Examine the antenna array in the wreckage.,,,,,,,,Осмотрите антенную решетку среди обломков.,,,,,,,,
eden_pda_iai0Gcm,This appears to be a sophisticated sensor and communications array.\nIt looks like it was ripped in half by UCH autocannon fire.,,,,,,,,"Похоже, это сложный сенсорный и коммуникационный комплекс.\nПохоже, его разорвало пополам огнем автопушки ЦЭКБС.",,,,,,,,
eden_pda_C5eS4K0,Examine Broken Claw,,,,,,,,Осмотреть сломанный коготь,,,,,,,,
eden_pda_imamaNK,Examine the broken claw in the wreckage.,,,,,,,,Осмотрите сломанный коготь среди обломков.,,,,,,,,
