KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_iKqSi0e,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_gC0qaim,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_eSaOuW4,<size=125%><color=#00ff00><b>All tasks for Stage 0 have been completed!</b></color></size>\n<color=#00ffee><b>Do you wish to initiate Stage 1 assembly of this colony?</b></color>\n\n<b><color=#ff0000>WARNING:</color></b> <color=#ffae00>Any ship you own must be outside the perimeter of the construction site</color>\n<color=#ffae00>You must be standing on the colony structure itself when you confirm and MUST NOT MOVE until construction is completed.</color>\n<color=#dd0000>Failure to comply may result in loss of ship and personal assets.</color>,,,,,,,,"<size=125%><color=#00ff00><b>Все задания 0 этапа выполнены!</b></color></size>\n<color=#00ffee><b>Хотите начать сборку этой колонии на Этапе 1?</b></color>\n\n<b><color=#ff0000>ВНИМАНИЕ:</color></b> <color=#ffae00>Любой корабль, которым вы владеете, должен находиться за пределами периметра строительной площадки.</color>\n<color=#ffae00>При подтверждении вы должны стоять на самой конструкции колонии и НЕ ДОЛЖНЫ ДВИЖАТЬСЯ до завершения строительства.</color>\n<color=#dd0000>Несоблюдение требований может привести к потере судна и личного имущества.</color>",,,,,,,,
dialogue_K0eSGmc,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_8SCKOie,<b><color=#00ff00>Confirm Assembly</color></b>,,,,,,,,<b><color=#00ff00>Подтвердить сборку</color></b>,,,,,,,,
dialogue_CqMinQk,<size=150%><color=#2eafff><b>Now Initiating Stage 1 Assembly...</b></color></size>,,,,,,,,<size=150%><color=#2eafff><b>Сейчас приступаем к сборке этапа 1…</b></color></size>,,,,,,,,
dialogue_e08mWq4,<b><color=#00ff00>Confirm </color></b><color=#ff7b00>(Wait for construction to complete)</color>,,,,,,,,<b><color=#00ff00>Подтвердите </color></b><color=#ff7b00>(Дождитесь завершения строительства)</color>,,,,,,,,
dialogue_Rk48ucO,Construction Terminal,,,,,,,,Строительный терминал,,,,,,,,
dialogue_8s8mSS0,<size=150%><color=#00ffee><b>Welcome to A.T.L.A.S</b></color></size> @w3\n<color=#ffffff><b>A</b>utomated <b>T</b>ransitional <b>L</b>iving <b>A</b>ssembly <b>S</b>ystem.</color>@w5\n<color=#00ff00>This undeveloped colony is currently in <b>Stage 1</b> of development.</color>\n<color=#ffffff>An additional console has been added to facilitate the construction of the Central Control Module.</color>\n<color=#ffee00>This console will act as the ATLAS coordinator until the CCM is completed with Stage 2.</color>,,,,,,,,"<size=150%><color=#00ffee><b>Добро пожаловать в ATLAS</b></color></size> @w3\n<color=#ffffff><b>Автоматизированная система сборки переходных жилых помещений.</color>@w5\n<color=#00ff00>Эта неразвитая колония в настоящее время находится на <b>Стадии 1</b> развития.</color>\n<color=#ffffff>Добавлена ​​дополнительная консоль для облегчения сборки центрального модуля управления.</color>\n<color=#ffee00>Эта консоль будет действовать как координатор ATLAS до тех пор, пока CCM не завершит этап 2.</color>",,,,,,,,
dialogue_e0dqiql,<b><color=#00ffee>Proceed to Colony-Builder</color></b>,,,,,,,,<b><color=#00ffee>Перейти к Строителю Колоний</color></b>,,,,,,,,
dialogue_wqmuua2,"@d0 <size=150%><color=#00ffee><b>A.T.L.A.S Colony-Building Program</b></color></size>\n<color=#ffffff>A list of resources will now be generated for you to supply.</color>\n<color=#00bb00>Resources supplied must be in your personal inventory</color> <color=#ff0000>(Connected containers are not detected)</color>\n<color=#ffae00>A suit with 4 Transportation Boosters or a Polaris Envirosuit is recommended in order to transport all the required materials.</color>\n<color=#ffffff>Upon completing all available tasks, you will have the option to upgrade the colony to the next stage.</color>",,,,,,,,"@d0 <size=150%><color=#00ffee><b>Программа строительства колоний ATLAS</b></color></size>\n<color=#ffffff>Теперь будет создан список ресурсов, которые вы можете предоставить.</color>\n<color=#00bb00>Поставляемые ресурсы должны находиться в вашем личном инвентаре</color> <color=#ff0000> (Подключенные контейнеры не обнаружены)</color>\n<color=#ffae00>Для транспортировки всех необходимых материалов рекомендуется использовать костюм с 4 транспортировочными усилителями или костюм Polaris Envirosuit.</color>\n<color=#ffffff>После выполнения всех доступных заданий у вас появится возможность улучшить колонию до следующего этапа.</color>",,,,,,,,
dialogue_WGCC0uu,<b><color=#00ffee>Roads and Foundation:</color></b> <color=#00ff00>250 Cement (1888L)</color>,,,,,,,,<b><color=#00ffee>Дороги и фундамент:</color></b> <color=#00ff00>250 Цемент (1888L)</color>,,,,,,,,
dialogue_0mq8uqM,<b><color=#00ffee>Construction Crane:</color></b> <color=#00ff00>1000 Iron Ingots + 500 Mechanical Components + 50 Motors + 10 Robotics (1945L)</color>,,,,,,,,<b><color=#00ffee>Строительный кран: </color></b> <color=#00ff00>1000 железных слитков + 500 механических компонентов + 50 моторов + 10 робототехники (1945L)</color>,,,,,,,,
dialogue_a4iSm2q,<b><color=#00ffee>Landing Pad:</color></b> <color=#00ff00>200 Cement + 200 Titanium Plates (1810L)</color>,,,,,,,,<b><color=#00ffee>Посадочная площадка:</color></b> <color=#00ff00>200 цемента + 200 титановых пластин (1810 л)</color>,,,,,,,,
dialogue_0uSmuGU,<b><color=#00ffee>Infrastructure:</color></b> <color=#00ff00>250 Plastic Tubing + 25 Motors + 1000 Carbon Substrate (770L)</color>,,,,,,,,<b><color=#00ffee>Инфраструктура:</color></b> <color=#00ff00>250 пластиковых трубок + 25 двигателей + 1000 углеродных подложек (770 л)</color>,,,,,,,,
dialogue_SqQWiqi,<b><color=#00ffee>Building Materials:</color></b> <color=#00ff00>1000 Iron Ingots + 1000 Titanium Ingots (1500L)</color>,,,,,,,,<b><color=#00ffee>Строительные материалы:</color></b> <color=#00ff00>1000 железных слитков + 1000 титановых слитков (1500 л)</color>,,,,,,,,
dialogue_WGu0KK8,<b><color=#00ffee>Units 05-06 Template:</color></b> <color=#00ff00>125 Cement (944L)</color>,,,,,,,,<b><color=#00ffee>Единицы 05-06 Шаблон:</color></b> <color=#00ff00>125 Цемент (944L)</color>,,,,,,,,
dialogue_G4C00OK,<b><color=#00ffee>Unit 07 Template:</color></b> <color=#00ff00>50 Cement (378L)</color>,,,,,,,,<b><color=#00ffee>Единица 07 Шаблон:</color></b> <color=#00ff00>50 Цемент (378L)</color>,,,,,,,,
dialogue_04GeuCG,<b><color=#00ffee>Unit 08 Template:</color></b> <color=#00ff00>50 Cement (378L)</color>,,,,,,,,<b><color=#00ffee>Шаблон 08:</color></b> <color=#00ff00>50 Цемент (378L)</color>,,,,,,,,
dialogue_amejMuO,<b><color=#00ffee>Security Office Template:</color></b> <color=#00ff00>50 Cement (378L)</color>,,,,,,,,<b><color=#00ffee>Шаблон офиса безопасности:</color></b> <color=#00ff00>50 Цемент (378L)</color>,,,,,,,,
dialogue_KeKmCC0,<b><color=#00ff00>All Tasks Complete! </color><color=#00ffee>(Initiate Assembly)</color></b>,,,,,,,,<b><color=#00ff00>Все задания выполнены! </color><color=#00ffee>(Первоначальная сборка)</color></b>,,,,,,,,
dialogue_CKi8meW,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Further expansion of the colony's roads, foundations and mounting for a solar power system.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>250 Bags of Cement</color></b> <color=#ffffff>(1888L total)</color>\n<color=#ffffff>Resources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Дальнейшее расширение дорог колонии, фундамента и крепления для солнечной энергосистемы.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>250 мешков цемента</color></b> <color=#ffffff> (всего 1888 л)</color>\n<color=#ffffff>Ресурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_Sa6CqK8,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_iOO4Wm8,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_WqeW4iS,<b><color=#00ffee>Usage:</color></b> <color=#ffffff>For the construction of an ATLAS Assembly Crane to enable the placement of larger units and accelerating the construction progress.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>1000 Iron Ingots</color></b> <color=#ffffff>(750L)</color>\n<b><color=#00ff00>500 Mechanical Components</color></b> <color=#ffffff>(120L)</color>\n<b><color=#00ff00>50 Motors</color></b> <color=#ffffff>(175L)</color>\n<b><color=#00ff00>10 Robotics</color></b> <color=#ffffff>(900L)</color><color=#ffffff>\nRobotics can be purchased from </color><color=#ffae00>Hostile Apparatus Robotics</color><color=#ffffff> factories.</color>,,,,,,,,"<b><color=#00ffee>Применение:</color></b> <color=#ffffff>Для строительства монтажного крана ATLAS, позволяющего размещать более крупные агрегаты и ускоряющего ход строительства.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>1000 железных слитков</color></b> <color=#ffffff>(750L)</color>\n<b><color=#00ff00>500 механических компонентов</color></b> <color=#ffffff>(120 л)</color>\n<b><color=#00ff00>50 Моторов</color></b> <color=#ffffff>(175L)</color>\n<b><color=#00ff00>10 робототехники</color></b> <color=#ffffff>(900L)</color><color=#ffffff>\nРобототехнику можно приобрести на </color><color=#ffae00>фабриках робототехники враждебных аппаратов</color><color=#ffffff>.</color>",,,,,,,,
dialogue_i0i3ed0,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_y4mmCe0,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_BOmCaGb,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Used to construct the Landing Pad that will eventually be a functioning Spaceport for the colony.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>200 Cement</color></b> <color=#ffffff>(1510L)</color>\n<b><color=#00ff00>200 Titanium Plates</color></b> <color=#ffffff>(300L)</color><color=#ffffff>\nResources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Используется для строительства посадочной площадки, которая в конечном итоге станет действующим космопортом колонии.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>200 Цемент</color></b> <color=#ffffff>(1510L)</color>\n<b><color=#00ff00>200 Титановых Пластин </color></b> <color=#ffffff>(300L)</color><color=#ffffff>\nРесурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_6qCq8sS,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_uqWWiSq,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_GmqkOKC,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Used to construct the colony's underground plumbing and ventilation system that will bring in fresh water, air and carry away waste.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>250 Plastic Tubing</color></b> <color=#ffffff>(563L)</color>\n<b><color=#00ff00>25 Motors</color></b> <color=#ffffff>(88L)</color>\n<b><color=#00ff00>1000 Carbon Substrate</color></b> <color=#ffffff>(120L)</color>\n<color=#ffffff>All resources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Используется для строительства подземной водопроводной и вентиляционной системы колонии, которая будет подавать пресную воду, воздух и выводить отходы.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>250 Пластиковых трубок</color></b> <color=#ffffff>(563L)</color>\n<b><color=#00ff00>25 моторов</color></b> <color=#ffffff>(88л)</color>\n<b><color=#00ff00>1000 углеродных подложек (120 л)</color>\n<color=#ffffff>Все ресурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_8G8mlqW,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_CCiOain,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_0a8qOE4,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Generic resources used to construct framing, platforms, storage, and the support structure onto which the housing units will eventually be built.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>1000 Iron Ingots</color></b> <color=#ffffff>(750L total)</color>\n<b><color=#00ff00>1000 Titanium Ingots</color></b> <color=#ffffff>(750L total)</color><color=#ffffff>\nResources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Общие ресурсы, используемые для строительства каркаса, платформ, складских помещений и опорной конструкции, на которой в конечном итоге будут построены жилые единицы.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>1000 железных слитков </color></b> <color=#ffffff> (всего 750 л)</color>\n<b><color=#00ff00>1000 титановых слитков</color></b> <color=#ffffff> (всего 750 л)</color><color=#ffffff>\nРесурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_e6K4GIW,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_CQa0uOu,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_WWO8aaa,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Used to establish the template for colony housing units 05 and 06, which are joined.</color>\n<color=#ffffff>More resources will be required later to fill in the foundation.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>125 Cement</color></b> <color=#ffffff>(944L Total)</color>\n<color=#ffffff>Resources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Используется для создания шаблона для объединенных жилых единиц колонии 05 и 06.</color>\n<color=#ffffff>Позже потребуются дополнительные ресурсы для заполнения фундамента.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>125 цемента </color></b> <color=#ffffff>(всего 944 л)</color>\n<color=#ffffff>Ресурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_qKKemuG,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_SSCmqGp,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_uuqiCMc,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Used to establish the template for colony housing unit 07.</color>\n<color=#ffffff>More resources will be required later to fill in the foundation.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>50 Cement</color></b> <color=#ffffff>(378L Total)</color>\n<color=#ffffff>Resources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Используется для создания шаблона для жилой единицы 07.</color>\n<color=#ffffff>Позже потребуются дополнительные ресурсы для заполнения фундамента.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>50 Цемента</color></b> <color=#ffffff>(всего 378 л)</color>\n<color=#ffffff>Ресурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_88e44KR,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_ua0SGC0,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_iga48GK,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Used to establish the template for colony housing unit 08.</color>\n<color=#ffffff>More resources will be required later to fill in the foundation.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>50 Cement</color></b> <color=#ffffff>(378L Total)</color>\n<color=#ffffff>Resources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Используется для создания шаблона для жилой единицы колонии 08.</color>\n<color=#ffffff>Позже потребуются дополнительные ресурсы для заполнения фундамента.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>50 Цемента</color></b> <color=#ffffff>(всего 378 л)</color>\n<color=#ffffff>Ресурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_se8PSoS,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_S8CGl04,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_80COuqG,"<b><color=#00ffee>Usage:</color></b> <color=#ffffff>Used to establish the template for the colony's Security Office.</color>\n<color=#ffffff>More resources will be required later to fill in the foundation.</color>\n<b><color=#00ffee>Resources Required:</color></b>\n<b><color=#00ff00>50 Cement</color></b> <color=#ffffff>(378L Total)</color>\n<color=#ffffff>Resources must be in your inventory, <u>not</u> in a connected container or toolbar.</color>\n<size=75%><color=#ff00ff>Transportation Boosters</color><color=#ffffff> or a </color><color=#ffae00>Polaris Envirosuit</color><color=#ffffff> will allow you to expand your carry capacity.</color></size>",,,,,,,,"<b><color=#00ffee>Использование:</color></b> <color=#ffffff>Используется для создания шаблона для отдела безопасности колонии.</color>\n<color=#ffffff>Позже потребуются дополнительные ресурсы для заполнения фундамента.</color>\n<b><color=#00ffee>Требуемые ресурсы:</color></b>\n<b><color=#00ff00>50 Цемента</color></b> <color=#ffffff>(всего 378 л)</color>\n<color=#ffffff>Ресурсы должны находиться в вашем инвентаре, а не в подключенном контейнере или панели инструментов.</color>\n<size=75%><color=#ff00ff>Транспортные усилители</color><color=#ffffff> или </color><color=#ffae00>Энвирокостюм Polaris</color><color=#ffffff>, которые позволят вам расширить грузоподъемность.</color></size>",,,,,,,,
dialogue_nSiWKo8,<b><color=#00ff00>Deposit Resources</color></b>,,,,,,,,<b><color=#00ff00>Депозитные ресурсы</color></b>,,,,,,,,
dialogue_0SWMcSC,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_iWCKC4o,<size=150%><color=#00ff00><b>Items Accepted</b></color></size>\n<b><color=#ffae00>The number of tasks available has been updated!</color></b>\n<color=#00ffee>Reputation with the Free Colonists has been increased.</color>,,,,,,,,<size=150%><color=#00ff00><b>Принятые товары</b></color></size>\n<b><color=#ffae00>Обновлено количество доступных заданий!</color></b>\n<color=#00ffee>Репутация среди свободных колонистов повышена.</color>,,,,,,,,
dialogue_uSmam0K,<b><color=#00bb00>Return</color></b>,,,,,,,,<b><color=#00bb00>Возврат</color></b>,,,,,,,,
dialogue_Oia4SBC,<size=125%><color=#00ff00><b>All tasks for Stage 1 have been completed!</b></color></size>\n<color=#00ffee><b>Do you wish to initiate Stage 2 assembly of this colony?</b></color>\n\n<b><color=#ff0000>WARNING:</color></b> <color=#ffae00>Any ship you own must be outside the perimeter of the construction site</color>\n<color=#ffae00>You must be standing on the colony structure itself when you confirm and MUST NOT MOVE until construction is completed.</color>\n<color=#dd0000>Failure to comply may result in loss of ship and personal assets.</color>,,,,,,,,"<size=125%><color=#00ff00><b>Все задания 1 этапа выполнены!</b></color></size>\n<color=#00ffee><b>Хотите начать сборку этой колонии на Этапе 2?</b></color>\n\n<b><color=#ff0000>ВНИМАНИЕ:</color></b> <color=#ffae00>Любой корабль, которым вы владеете, должен находиться за пределами периметра строительной площадки.</color>\n<color=#ffae00>При подтверждении вы должны стоять на самой конструкции колонии и НЕ ДОЛЖНЫ ДВИЖАТЬСЯ до завершения строительства.</color>\n<color=#dd0000>Несоблюдение требований может привести к потере судна и личного имущества.</color>",,,,,,,,
dialogue_CDa4Oa8,<b><color=#ff0000>Cancel</color></b>,,,,,,,,<b><color=#ff0000>Отмена</color></b>,,,,,,,,
dialogue_kGGq8ma,<b><color=#00ff00>Confirm Assembly</color></b>,,,,,,,,<b><color=#00ff00>Подтвердить сборку</color></b>,,,,,,,,
dialogue_Cmi8m0i,<size=150%><color=#2eafff><b>Now Initiating Stage 2 Assembly...</b></color></size>,,,,,,,,<size=150%><color=#2eafff><b>Сейчас приступаем к сборке этапа 2…</b></color></size>,,,,,,,,
dialogue_Km0CKqu,<b><color=#00ff00>Confirm </color></b><color=#ff7b00>(Wait for construction to complete)</color>,,,,,,,,<b><color=#00ff00>Подтвердите </color></b><color=#ff7b00>(Дождитесь завершения строительства)</color>,,,,,,,,
dialogue_K4e98eO,Construction Terminal,,,,,,,,Строительный терминал,,,,,,,,
dialogue_u0iSOKO,<size=150%><color=#00ffee><b>Welcome to A.T.L.A.S</b></color></size> @w3\n<color=#ffffff><b>A</b>utomated <b>T</b>ransitional <b>L</b>iving <b>A</b>ssembly <b>S</b>ystem.</color>@w5\n<color=#00ff00>This undeveloped colony is currently in <b>Stage 1</b> of development.</color>\n<color=#ffffff>This console will be used exclusively for the construction of the Central Control Module from which future tasks will be assigned and coordinated.</color>\n<color=#ffee00>Additional Consoles will begin to appear around the colony with their own tasks that must be completed in order to progress to the next stage.</color>,,,,,,,,"<size=150%><color=#00ffee><b>Добро пожаловать в ATLAS</b></color></size> @w3\n<color=#ffffff><b>Автоматизированная система сборки переходных жилых помещений.</color>@w5\n<color=#00ff00>Эта неразвитая колония в настоящее время находится на <b>Стадии 1</b> развития.</color>\n<color=#ffffff>Эта консоль будет использоваться исключительно для создания центрального модуля управления, из которого будут распределяться и координироваться будущие задачи.</color>\n<color=#ffee00>Вокруг колонии начнут появляться дополнительные Консоли со своими заданиями, которые необходимо выполнить, чтобы перейти на следующий этап.</color>",,,,,,,,
dialogue_R40iiOu,<b><color=#00ffee>Proceed to Colony-Builder</color></b>,,,,,,,,<b><color=#00ffee>Перейти к Строителю Колоний</color></b>,,,,,,,,
dialogue_8eS8S8S,"@d0 <size=150%><color=#00ffee><b>A.T.L.A.S Colony-Building Program</b></color></size>\n<color=#ffffff>A list of resources will now be generated for you to supply.</color>\n<color=#00bb00>Resources supplied must be in your personal inventory</color> <color=#ff0000>(Connected containers are not detected)</color>\n<size=75%><color=#ffae00>A suit with 4 Transportation Boosters or a Polaris Envirosuit is recommended in order to transport all the required materials.</color></size>\n<color=#ffffff>Upon completing all available tasks, you will need to complete the tasks of other consoles to progress to Stage 2.</color>",,,,,,,,"@d0 <size=150%><color=#00ffee><b>Программа строительства колоний ATLAS</b></color></size>\n<color=#ffffff>Теперь будет создан список ресурсов, которые вы можете предоставить.</color>\n<color=#00bb00>Поставляемые ресурсы должны находиться в вашем личном инвентаре</color> <color=#ff0000> (Подключенные контейнеры не обнаружены)</color>\n<size=75%><color=#ffae00>Для транспортировки всех необходимых материалов рекомендуется использовать костюм с 4 транспортировочными усилителями или костюм Polaris Envirosuit.</color></size>\n<color=#ffffff>После выполнения всех доступных задач вам нужно будет выполнить задачи других консолей, чтобы перейти на этап 2.</color>",,,,,,,,
dialogue_m4mCmG4,<b><color=#00ffee>Structure Frame:</color></b> <color=#00ff00>500 Steel Plates (750L)</color>,,,,,,,,<b><color=#00ffee>Каркас конструкции:</color></b> <color=#00ff00>500 стальных пластин (750 л)</color>,,,,,,,,
dialogue_0KA8umC,<b><color=#00ffee>Structure Hull:</color></b> <color=#00ff00>750 Titanium Plates (1125L)</color>,,,,,,,,<b><color=#00ffee>Конструкция корпуса:</color></b> <color=#00ff00>750 титановых пластин (1125L)</color>,,,,,,,,
dialogue_ui4aa8O,<b><color=#00ffee>Power Supply:</color></b> <color=#00ff00>1 Fuel Tank (Medium) + 1 Basic Large Generator + 250 Electronics + 50 Dual Fuel Cells (610L)</color>,,,,,,,,<b><color=#00ffee>Источник питания: </color></b> <color=#00ff00>1 топливный бак (средний) + 1 базовый большой генератор + 250 электроники + 50 двойных топливных элементов (610 л)</color>,,,,,,,,
